"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
230000,3,2,33,504,1,0,4,65,240,1942,2007
550000,4,4,50,864,1,0,3,131,237,1980,0
1100000,4,6,68,288,2,0,5,192,267,1925,0
193000,3,3,27,814,1,0,3,106,0,1960,2012
590000,4,5,55,5176,2,0,4,212,0,1939,1987
712500,3,3,39,792,1,0,4,149,0,1956,0
689800,3,5,56,838,1,0,5,125,333,1942,0
430000,3,2,32,461,2,0,4,82,150,1924,0
785200,3,3,43,315,2,0,5,139,100,1910,0
474900,3,3,42,3928,1,0,4,162,0,1976,1992
1070000,4,6,96,1109,2,0,3,372,0,2001,0
435000,3,4,52,11957,1,0,3,100,370,1988,2000
941500,5,5,81,871,2,4,3,221,343,1980,0
312000,4,4,43,466,2,0,3,165,0,2003,0
835000,4,5,36,360,2,0,3,140,0,1930,1997
713250,3,2,48,810,1,0,4,185,0,1951,1999
440000,2,1,29,594,1,0,3,102,33,1906,2014
580135,4,4,73,530,2,0,3,284,0,2014,0
575000,3,3,88,3044,1,0,4,300,157,1976,1992
613000,3,4,31,276,2,0,3,122,0,1991,0
235000,3,2,36,783,1,0,4,138,0,1970,0
268000,3,4,46,924,1,0,4,177,0,1966,0
235000,2,1,17,436,1,0,4,65,0,1947,1988
390000,3,2,25,651,1,0,5,97,0,1947,0
654950,4,4,65,4131,2,0,3,251,0,1987,2000
449500,5,5,47,674,1,0,4,108,280,1969,0
150000,3,1,31,740,1,0,3,119,0,1959,1989
440000,3,3,39,5136,2,0,4,151,0,1989,0
710000,3,2,50,443,1,0,4,96,357,1928,0
420000,3,4,39,864,1,0,3,124,93,1981,2013
312000,3,3,36,480,1,0,5,69,257,1954,0
320000,3,2,44,968,1,0,5,85,313,1952,1998
235000,3,1,29,1404,1,0,4,113,0,1959,0
437000,5,2,49,12381,2,0,3,191,0,1913,1983
545000,3,4,42,270,2,0,4,163,0,1903,0
640000,3,4,55,1005,2,0,3,213,0,1993,0
432000,3,4,46,363,2,0,4,177,0,2003,0
548000,3,4,49,369,2,0,3,190,0,2001,0
830000,3,3,48,947,2,0,3,187,0,2004,0
875000,4,3,86,1115,1,2,5,167,620,1970,0
409950,2,4,32,461,1,0,5,123,0,1944,0
695000,4,4,69,1093,2,0,3,266,0,1998,2006
562100,3,3,49,1090,2,0,3,188,0,1983,2009
475000,3,4,60,649,2,0,3,234,0,1989,0
425000,3,3,43,810,1,0,3,130,143,1978,0
6e+05,4,4,61,889,2,0,3,236,0,1987,2000
770000,3,4,56,4865,2,0,3,219,0,1987,2000
239000,3,4,31,1483,1,0,4,121,0,1968,0
295000,2,1,27,956,1,0,3,105,0,1963,2008
560000,3,4,46,916,1,0,5,126,200,1963,0
613000,5,4,48,1080,1,0,4,121,243,1967,0
960000,4,3,107,824,2,0,3,314,367,1981,2013
847000,5,1,59,416,3,0,4,230,0,1905,0
206000,3,1,25,864,1,0,4,95,0,1962,0
253000,2,4,28,450,1,0,5,77,120,1921,0
430000,4,3,42,648,1,0,4,100,227,1973,0
605000,3,2,48,364,1,0,4,101,313,1947,1988
720000,4,4,67,1138,2,0,4,258,0,1986,0
375900,6,3,59,3037,1,0,4,158,267,1958,1972
1298000,4,5,65,911,2,0,5,251,0,1985,0
210000,3,1,26,717,1,0,3,100,0,1962,2003
234000,2,1,22,484,1,0,4,85,0,1952,0
718000,3,1,24,446,1,0,5,93,0,1952,1998
174500,2,4,29,242,2,0,3,112,0,1986,0
222400,3,2,28,861,1,0,3,108,0,1995,0
402500,3,4,65,360,2,0,3,250,0,2009,0
250000,3,3,41,689,2,0,3,159,0,1996,0
6e+05,4,4,46,1282,1,1,4,116,223,1958,1972
930000,2,4,62,1009,1,0,3,241,0,2006,0
272500,3,2,33,686,1,0,4,127,0,1983,0
575000,4,5,72,688,2,0,3,281,0,2010,0
4e+05,3,3,34,424,2,0,3,131,0,2009,0
427874,3,3,54,450,2,0,3,211,0,2013,0
320000,3,4,36,144,2,0,3,103,130,2013,0
390000,3,3,29,675,1,0,5,113,0,1942,0
299000,1,3,13,1091,1,0,3,50,0,1967,2011
375000,4,4,51,673,1,0,5,99,367,1955,0
240500,3,4,34,953,1,0,3,89,157,1997,0
320000,3,3,38,844,1,0,5,102,173,1978,0
1270000,5,4,74,1548,1,0,3,194,347,1952,2008
658588,3,3,59,3721,2,0,3,230,0,1986,0
270000,3,3,48,383,2,0,3,140,177,2003,0
340000,3,4,51,1136,2,0,4,197,0,1978,2000
2e+05,3,3,48,1425,2,0,3,185,0,1903,2005
1025000,3,4,61,720,1,3,4,119,440,1960,2001
275000,3,4,40,788,1,0,3,90,240,1983,2009
1126000,5,5,90,1250,2,3,4,229,447,1979,0
485000,3,4,54,5315,1,0,3,211,0,1985,0
1901000,3,4,62,1203,2,2,3,239,0,1992,0
865000,3,4,49,425,2,0,3,145,160,1947,2013
532000,3,4,42,442,2,0,3,164,0,1993,0
212500,3,1,21,1296,1,0,4,83,0,1977,0
437000,2,4,35,612,1,0,4,82,197,1942,1982
390000,3,1,29,1000,1,0,4,112,0,1952,0
760000,4,4,63,3256,2,0,3,246,0,1986,0
119500,3,1,27,990,1,0,2,105,0,1980,0
2400000,5,4,79,818,2,3,3,248,217,1912,1994
837500,4,4,63,839,2,0,4,243,0,1994,0
327500,4,4,38,702,1,0,3,149,0,1968,1997
175000,2,1,16,214,1,0,3,60,0,1919,2001
289950,3,2,39,698,1,0,3,150,0,1992,0
4e+05,3,4,36,966,1,0,3,138,0,1986,0
219950,3,3,35,685,1,0,3,104,117,1984,0
161700,4,4,40,648,1,0,3,110,167,1974,0
5e+05,5,3,68,1030,2,0,3,263,0,2003,0
465000,3,1,21,405,1,0,3,82,0,1948,1994
540000,3,1,24,374,1,0,4,95,0,1925,1968
525000,3,2,36,702,1,0,3,139,0,2004,0
324950,3,1,28,670,1,0,3,109,0,1949,1998
565000,5,4,62,1031,1,0,3,126,417,1961,2004
760500,3,2,46,359,1,0,5,102,287,1912,0
1100000,5,5,62,786,1,4,5,132,397,1969,0
603500,4,4,94,876,1,4,3,194,637,1977,2004
453500,5,4,53,2101,1,0,5,105,377,1967,0
583000,6,5,61,1477,1,0,4,149,327,1974,0
275000,2,1,18,733,1,0,5,69,0,1948,1985
875000,4,5,88,960,2,0,3,341,0,1999,0
335000,4,5,59,649,1,0,4,144,313,1979,0
646000,4,3,58,765,1,0,4,144,300,1978,2000
392500,4,4,50,657,2,0,3,194,0,2005,0
785000,3,4,39,864,1,0,5,150,0,1961,0
470000,3,2,42,1140,1,0,3,162,0,1956,1990
560000,3,4,48,1144,2,0,3,186,0,1996,0
519000,2,1,19,254,1,0,4,75,0,1920,0
317000,3,1,23,486,1,0,3,91,0,1959,1989
371000,3,3,33,405,1,0,3,128,0,1959,1989
250000,4,2,49,783,2,0,4,191,0,1960,2001
499950,3,4,35,199,2,0,3,94,160,2007,0
375000,2,1,19,563,1,0,4,74,0,1922,0
640000,3,4,39,140,3,0,3,152,0,2007,0
4e+05,3,2,53,1017,1,0,3,102,377,1986,0
572000,3,3,43,711,1,0,4,116,180,1986,0
989000,5,5,76,360,2,0,3,220,280,2003,0
685000,4,4,64,4096,2,0,4,249,0,1989,0
907500,4,4,64,778,2,0,4,249,0,1987,0
427500,4,4,57,458,2,0,3,221,0,2003,0
365000,2,1,29,729,1,0,4,113,0,1947,1988
250500,3,2,40,650,2,0,4,154,0,1988,0
411715,3,4,43,459,1,0,5,94,267,1952,1998
415000,4,4,46,537,2,0,3,180,0,1999,0
489000,3,3,24,816,1,0,3,83,33,1930,1997
170000,2,1,35,1669,1,0,3,135,0,1950,2005
418500,3,4,48,396,2,0,3,185,0,2007,0
261000,3,3,42,2638,1,0,3,86,287,1983,2009
2005000,6,6,89,2536,1,4,5,343,0,1969,0
355000,2,4,38,360,1,0,4,86,233,1947,1988
742000,3,4,36,63,3,0,3,139,0,2011,0
399950,3,3,48,472,1,0,3,107,297,1959,1989
791000,3,3,56,495,2,0,3,163,207,1989,0
190000,5,2,41,926,1,0,4,158,0,1943,0
229500,3,4,41,2990,1,0,4,159,0,1968,0
539000,3,4,40,207,2,0,3,141,47,2005,0
549000,4,3,64,7958,2,0,3,247,0,1991,0
545000,5,4,63,1552,1,0,5,149,357,1958,0
285000,3,4,57,462,2,0,3,219,0,2011,0
610000,4,5,68,473,2,0,3,262,0,2012,0
765000,4,3,102,459,2,0,3,306,337,2006,0
586500,3,4,41,134,3,0,3,144,60,2006,0
520000,3,4,36,134,2,0,3,139,0,2011,0
455000,3,4,33,107,3,0,3,128,0,2006,0
653000,3,4,62,878,1,0,4,145,357,1979,0
279950,3,2,41,878,1,0,3,122,133,1961,2004
449950,3,4,50,442,2,0,3,195,0,2003,0
620000,4,3,56,482,2,0,4,131,313,1929,0
269000,3,1,39,383,1,0,3,92,223,1967,2011
630000,4,6,107,3618,1,0,4,225,703,1980,0
425000,4,5,57,1381,2,1,4,220,0,1957,2001
647500,3,4,30,348,1,0,5,116,0,1916,0
450000,4,1,46,421,2,0,3,113,250,1916,1986
440000,3,1,24,675,1,0,3,95,0,1900,2005
445000,4,4,54,341,2,0,3,211,0,2008,0
530000,4,3,51,690,2,0,4,199,0,1968,0
875000,5,4,68,501,2,0,3,209,200,1906,2014
685000,3,5,73,19798,2,0,4,270,50,1990,0
798000,3,5,83,576,2,0,3,323,0,1999,0
297500,4,4,44,450,2,0,3,172,0,2005,0
749950,4,5,72,3171,2,0,4,280,0,1983,0
495000,5,3,57,428,1,0,3,131,330,2006,0
540000,4,3,31,756,2,0,3,120,0,1962,2003
395000,3,4,34,2039,1,0,4,131,0,1961,2001
1075000,5,7,120,1603,2,2,3,366,370,2001,0
210000,4,3,45,936,1,0,3,123,183,1959,1989
499500,3,4,59,4783,2,0,3,227,0,1988,2000
546000,2,1,23,306,1,0,3,87,0,1924,2011
292000,5,4,58,690,1,0,4,134,333,1989,0
289000,3,2,39,758,1,0,3,151,0,1993,0
240000,3,1,27,434,1,0,4,104,0,1957,2001
395000,4,3,46,714,1,0,4,104,273,1983,0
955000,4,5,131,17423,2,0,3,369,520,2001,0
725000,4,5,56,987,1,0,3,138,297,1977,2004
335000,4,4,61,430,2,0,3,235,0,2009,0
250000,3,4,35,935,1,0,2,93,160,1976,0
7e+05,3,4,44,432,1,0,3,97,277,1959,1989
545000,3,4,39,4648,2,0,5,153,0,1931,0
555000,4,5,47,965,1,0,4,128,200,1976,1992
640000,3,4,54,379,1,0,5,105,390,1917,0
466500,3,1,33,346,1,0,3,86,160,1945,2010
372500,3,3,27,1109,1,0,3,72,127,1981,2013
1800000,5,6,102,1402,2,0,3,305,337,2003,0
255000,3,4,37,556,2,0,3,145,0,1994,0
466800,3,4,34,1283,2,0,3,133,0,1996,0
749000,3,4,62,930,2,0,3,240,0,1987,2000
610000,4,4,43,2620,2,0,3,111,200,1990,2009
165000,3,1,27,1728,1,0,4,104,0,1908,0
229000,2,1,28,667,1,0,3,75,120,1941,1994
530000,4,4,97,3209,2,0,3,248,467,1973,2013
499950,3,4,55,1148,2,0,3,213,0,2001,0
619000,4,4,39,342,2,0,3,149,0,1926,2003
547000,3,4,34,754,1,0,4,133,0,1968,0
359800,4,4,56,578,2,0,3,215,0,1999,0
799000,4,5,81,769,2,0,3,225,333,1994,0
257000,4,5,54,688,1,0,3,162,177,1990,2009
270000,3,3,44,851,1,0,3,98,267,1957,2000
453500,4,4,46,543,1,2,3,117,233,1959,1989
237000,3,1,26,959,1,0,3,102,0,1954,2005
456000,4,4,39,890,1,0,5,150,0,1947,0
355500,3,4,60,499,2,0,3,234,0,2004,0
299950,4,4,36,2817,1,0,4,140,0,1965,0
335000,3,2,27,482,1,0,3,105,0,1919,2001
268500,4,4,49,381,2,0,3,189,0,2006,0
385000,3,3,40,1035,1,0,3,109,167,1978,0
605004,4,2,32,360,2,0,3,123,0,1951,1994
886000,4,2,62,351,2,0,4,133,393,1923,0
560000,4,4,53,334,2,0,3,203,0,2003,0
343000,4,4,48,405,2,0,3,186,0,2004,0
1415000,4,6,108,3956,2,0,3,420,0,1989,0
270000,3,1,35,1215,1,0,4,135,0,1968,0
411605,4,4,62,356,2,0,3,239,0,2014,0
550000,4,4,63,464,2,0,3,243,0,2007,0
465000,3,3,36,112,2,0,3,95,160,2014,0
584000,3,4,34,134,2,0,3,115,67,2007,0
275000,3,3,32,97,2,0,3,103,83,2006,0
324500,3,4,39,359,2,0,3,149,0,2009,0
7e+05,3,4,48,377,2,0,3,185,0,2011,0
385200,4,1,36,697,2,0,3,140,0,1954,2005
270000,4,3,44,774,1,0,4,171,0,1975,0
735000,4,4,66,556,2,0,3,185,257,2013,0
389250,2,3,35,367,1,0,3,84,187,1956,2001
315000,3,3,41,1125,1,0,3,104,200,1954,2005
545000,4,4,47,543,2,0,3,184,0,1990,2009
550000,3,3,44,450,2,0,3,148,87,1926,2003
415000,3,4,44,1134,1,0,3,121,190,1977,2004
387500,3,1,36,1290,1,0,4,140,0,1953,1983
432000,3,4,34,563,1,3,4,96,133,1939,1989
402000,3,4,63,899,1,3,4,122,450,1959,0
294700,3,2,46,864,1,0,4,117,223,1967,0
744000,3,4,62,1097,2,0,3,240,0,1986,0
715000,3,4,59,1211,2,0,3,230,0,1990,2009
5e+05,4,1,40,361,2,0,4,155,0,1904,0
1300000,4,4,99,540,2,3,3,286,363,2004,0
1150000,3,3,50,1494,1,2,3,102,347,1979,2014
650000,4,4,66,842,2,0,3,256,0,1990,2009
435000,4,5,76,4589,2,0,4,245,183,1983,0
510000,3,4,34,634,1,0,3,133,0,1974,0
525000,5,5,57,720,1,0,4,112,400,1972,0
920000,4,5,67,518,2,0,5,154,390,1928,1970
2e+05,2,1,40,865,1,0,3,124,117,1962,2003
435000,2,1,29,367,2,0,5,113,0,1926,0
809950,4,2,52,891,2,0,5,201,0,1959,0
1370000,2,3,57,1525,2,4,4,174,177,1936,0
455000,4,4,48,8507,1,0,4,113,267,1959,0
471000,3,4,47,252,2,0,3,155,103,2001,0
253500,2,1,19,432,1,0,3,73,0,1948,1994
185000,3,1,43,729,1,0,4,83,307,1953,1983
535500,3,3,40,3623,2,0,4,156,0,1983,0
835000,2,2,53,613,1,0,3,205,0,2002,0
589500,4,4,61,569,2,0,3,237,0,2008,0
680000,3,3,53,2151,1,0,3,164,150,1975,0
360000,3,4,24,632,2,0,4,92,0,1953,1983
595000,4,4,46,196,2,0,3,151,103,2005,0
3e+05,4,4,62,1396,2,0,3,241,0,1999,0
660000,3,4,46,297,2,0,4,103,280,1926,1993
285000,2,1,18,450,1,0,4,70,0,1943,0
435000,3,2,23,450,1,0,3,88,0,1940,1996
160000,3,1,28,9291,1,0,2,109,0,1918,1960
450000,3,4,34,176,2,0,3,133,0,2005,0
510000,4,3,31,1283,1,0,4,119,0,1954,1979
1120000,5,5,102,1665,1,3,5,203,717,1963,0
1280000,4,5,70,324,2,0,3,213,213,1999,0
539000,3,2,53,861,1,0,3,160,160,1985,0
407193,4,2,44,1319,2,0,3,169,0,1978,0
320000,3,4,32,891,1,0,4,123,0,1983,0
739000,4,3,63,342,2,0,5,162,307,1919,1934
452000,2,4,40,486,1,0,4,89,250,1946,1989
6e+05,4,4,59,503,2,0,3,230,0,2001,0
279000,5,4,62,500,2,0,3,242,0,2012,0
895000,4,3,75,501,2,0,3,292,0,2013,0
837219,5,5,70,691,2,0,3,273,0,2014,0
969990,4,4,96,759,2,0,3,374,0,2014,0
490000,3,3,40,265,3,0,3,156,0,1985,0
611000,6,4,89,4786,1,0,4,184,593,1974,0
260000,4,4,42,394,2,0,3,163,0,2007,0
510000,4,3,57,5606,2,0,3,221,0,1976,0
567500,3,4,53,666,2,0,3,207,0,2001,0
445000,2,1,33,290,1,0,3,86,160,1915,0
684680,4,3,55,842,2,0,4,213,0,1979,0
455000,3,1,30,320,2,0,3,117,0,1927,2011
540000,5,3,67,393,2,0,3,188,260,2007,0
530000,3,5,79,648,2,2,3,222,310,2009,0
410000,3,1,33,455,1,0,4,82,167,1956,0
450000,3,4,38,1215,1,0,3,100,177,1940,1996
609900,4,4,74,666,2,0,3,287,0,2006,0
648000,4,4,55,1209,2,0,3,214,0,1992,0
550000,3,4,53,375,2,0,3,203,0,2005,0
347000,3,4,29,725,1,0,4,112,0,1978,2000
1635000,5,5,98,2411,1,0,3,190,703,1958,2006
1339000,4,4,99,1745,2,2,4,293,330,1972,0
288350,3,3,43,717,1,0,3,108,220,1963,2008
1150000,3,4,66,943,1,0,4,156,373,1954,1979
525000,3,3,57,3280,2,0,4,222,0,1980,0
250250,3,3,51,720,2,0,4,199,0,1969,0
341000,4,4,45,690,1,0,4,135,140,1975,0
7e+05,4,3,73,700,2,0,3,284,0,2000,0
390000,4,4,63,709,2,0,4,243,0,1968,0
539950,3,3,51,643,1,1,4,112,317,1963,0
552000,2,4,32,86,3,0,3,124,0,2006,0
480000,4,4,52,585,2,3,4,200,0,1964,0
1900000,4,4,96,10127,2,0,3,372,0,1978,0
605000,3,4,62,4273,2,3,3,240,0,1981,2013
307550,4,4,46,532,2,0,3,178,0,2003,0
304700,2,1,17,540,1,0,4,67,0,1949,1985
568000,3,4,48,317,1,0,4,96,327,1977,0
385000,3,4,29,675,1,0,3,111,0,1987,2000
345000,3,4,28,128,3,0,3,109,0,2008,0
435000,3,3,44,648,1,0,4,111,220,1973,0
579000,2,2,43,565,1,0,3,168,0,2003,0
236000,3,4,31,567,1,0,3,120,0,1998,2006
305100,3,2,37,3239,1,0,4,143,0,1974,0
368000,3,4,40,972,1,0,4,154,0,1958,1972
255000,2,1,28,810,1,2,5,108,0,1917,0
4e+05,2,1,26,459,1,0,3,103,0,1942,1999
440000,3,4,52,734,1,0,3,101,373,1948,1994
435000,2,1,19,450,1,0,3,72,0,1906,2014
475000,4,5,46,1030,1,0,5,178,0,1952,1998
285000,3,3,39,3161,2,0,3,151,0,1987,2000
471000,4,4,54,894,2,0,3,210,0,1998,2006
5e+05,4,4,52,890,2,0,4,202,0,1965,0
640000,3,4,50,803,2,0,3,193,0,1991,0
442500,4,4,50,1262,2,0,3,195,0,1992,0
213400,3,3,27,782,1,0,4,104,0,1963,0
831000,4,4,47,351,2,0,4,147,133,1926,1993
325000,3,2,31,1062,1,0,3,122,0,1986,0
425000,2,1,21,417,1,0,4,82,0,1905,0
550000,4,4,63,459,1,0,4,130,420,1968,0
599950,4,5,87,1353,2,2,3,220,430,1991,0
1225000,4,4,64,1441,2,0,3,247,0,1984,0
750000,4,4,48,450,2,0,4,123,227,1987,0
290000,4,3,56,405,2,0,3,215,0,1974,0
270000,4,5,46,653,1,0,3,114,240,1999,0
229950,4,4,30,1890,1,0,4,117,0,1969,0
234999,3,1,31,802,1,0,3,120,0,1948,1994
265000,2,1,23,2835,1,0,3,90,0,1960,2012
367300,4,5,51,1344,2,0,3,197,0,1993,0
550000,3,4,32,306,2,0,3,124,0,1900,2000
743700,4,4,61,2989,2,0,3,235,0,1988,2000
352750,2,4,25,112,2,0,3,86,33,2008,0
980000,4,4,63,432,2,0,5,201,167,1909,1988
585000,4,4,57,11861,2,2,3,222,0,1937,1999
554000,3,4,41,970,1,0,3,158,0,1977,2004
546000,3,4,36,312,2,0,3,138,0,1998,2006
280000,2,4,37,14270,2,0,2,145,0,1948,0
212500,2,2,24,1954,1,0,4,93,0,1938,0
428000,3,2,30,230,1,0,3,70,177,1986,0
965000,4,3,73,3110,1,0,4,284,0,1981,0
364900,3,3,58,747,2,0,3,225,0,1997,0
559000,3,3,48,485,1,0,4,103,310,1948,0
213000,4,4,46,810,1,0,2,133,167,1978,0
620000,3,4,60,651,2,0,3,233,0,2004,0
240000,4,1,44,1469,2,0,3,172,0,1934,1978
852500,3,4,61,909,1,0,4,142,350,1967,0
6e+05,3,4,61,7017,2,0,3,237,0,2004,0
410000,3,4,46,396,2,0,3,176,0,2006,0
625000,3,4,51,1458,1,0,3,125,273,1958,2004
649950,4,4,55,5685,2,0,4,212,0,1994,0
489000,3,5,35,112,2,0,3,112,87,2004,0
4e+05,4,5,55,332,3,0,3,213,0,2013,0
398000,3,4,40,154,2,0,3,112,160,2004,0
379000,4,3,47,680,1,0,4,182,0,1960,2001
345000,2,3,31,109,2,0,3,101,73,2008,0
365000,3,4,42,243,2,0,3,162,0,2011,0
315000,3,4,34,143,2,0,3,104,110,2010,0
571000,4,2,64,703,2,0,5,203,167,1916,0
1025000,5,4,87,2524,2,0,3,338,0,1983,2009
695000,3,5,59,422,2,0,3,229,0,2005,0
740000,3,4,70,2281,2,0,3,270,0,1995,0
1230000,4,4,71,630,2,0,3,274,0,2001,0
420000,2,1,20,349,1,0,4,77,0,1916,0
310000,3,4,33,689,1,0,4,99,107,1984,0
7e+05,3,2,48,349,1,0,5,104,307,1954,0
369990,4,4,46,642,2,0,3,176,0,2002,0
8e+05,3,3,38,405,2,0,4,146,0,1926,1993
569000,5,3,85,952,1,0,5,185,537,1952,1998
440000,3,3,30,116,3,0,3,116,0,2000,0
435000,5,3,46,1372,1,0,3,131,173,1986,0
345000,3,4,36,622,1,0,4,83,207,1955,2009
558000,4,2,51,348,1,0,3,92,387,1900,2005
490000,3,2,52,925,2,0,3,148,193,1980,0
335000,3,4,56,822,1,0,4,127,340,1978,2000
350000,2,3,32,3934,2,0,4,125,0,1978,2000
1e+05,4,1,26,242,1,0,3,77,87,1939,1969
417500,4,1,32,972,2,0,4,125,0,1941,1998
253000,3,4,47,655,1,0,3,92,340,1962,2003
1240000,5,3,66,675,2,0,3,221,123,1923,1998
490000,4,4,70,747,2,0,4,272,0,1994,0
470000,3,4,53,1332,1,0,3,146,223,1965,1993
483300,4,2,28,999,1,0,4,109,0,1955,2009
659000,3,4,58,569,2,0,3,226,0,1996,0
480000,4,4,54,389,1,0,3,103,393,1910,2006
165000,3,1,23,594,1,0,3,87,0,1965,1993
659500,3,4,42,495,1,0,4,146,67,1957,2001
219900,3,1,23,697,1,0,4,87,0,1967,0
315000,2,1,40,326,1,0,4,86,263,1924,0
250000,3,4,37,680,1,0,3,102,153,1984,0
268000,2,1,32,450,1,0,3,78,170,1943,2002
380000,4,3,39,1001,1,0,3,102,183,1959,1989
499000,2,1,28,270,1,0,3,83,100,1926,2003
285000,2,2,38,1638,1,0,3,149,0,1946,0
183000,3,4,31,828,1,0,4,120,0,1973,0
1070000,3,3,68,416,2,0,4,201,237,1988,0
403000,2,1,26,324,1,0,4,99,0,1926,1993
375500,3,3,36,648,1,0,3,138,0,1975,0
1795000,5,4,122,1551,2,1,3,361,420,1977,2003
516200,3,2,49,464,1,0,5,97,343,1919,1934
385000,4,4,40,788,1,0,3,77,287,1971,0
515000,3,4,42,450,2,0,3,162,0,1996,0
375000,4,4,51,848,2,0,3,199,0,1999,0
650000,4,3,59,876,2,0,4,230,0,1973,0
306888,2,3,23,695,2,0,3,91,0,1981,2013
870000,4,4,78,1102,2,1,3,222,290,1998,2006
310000,4,1,40,997,2,0,3,157,0,1965,1993
251750,3,2,31,648,1,0,5,119,0,1975,0
366000,3,4,35,776,1,0,3,137,0,1976,0
429950,3,3,47,853,1,0,3,141,147,1951,1994
710000,3,5,57,308,2,0,3,179,150,2000,0
895000,5,4,59,1879,1,0,4,145,313,1953,1983
149500,3,1,23,851,1,0,4,91,0,1959,0
310000,3,4,41,609,1,0,3,111,183,1990,2009
555000,3,2,51,448,2,2,4,151,167,1930,0
750000,5,4,64,675,2,1,3,194,200,1937,1997
695000,3,4,59,4073,2,0,3,230,0,2001,0
307000,4,1,27,737,2,0,3,104,0,1947,2012
392000,4,5,45,590,2,0,3,175,0,1990,2009
1180000,5,6,84,540,2,0,3,222,387,2004,0
359950,3,4,44,819,2,0,4,170,0,1952,0
360000,4,2,38,934,1,0,5,147,0,1968,0
566000,4,4,57,450,1,0,3,121,367,1954,2005
7e+05,5,5,72,884,2,2,4,279,0,1950,1982
415000,3,4,49,544,2,0,3,188,0,2000,0
199500,3,1,21,883,1,0,4,83,0,1962,0
749000,3,1,37,450,2,0,3,142,0,1926,2003
4e+05,4,4,59,681,1,0,3,130,363,1978,0
589900,4,6,90,3230,2,0,3,228,447,2001,0
480000,5,4,63,855,1,2,4,168,287,1975,0
1059500,5,4,75,344,2,0,3,223,250,2014,0
915000,6,6,68,1348,2,3,3,264,0,2013,0
695000,4,5,82,843,2,0,3,316,0,2001,0
499950,2,3,25,109,2,0,3,85,40,2005,0
533112,4,5,65,797,2,0,3,251,0,2013,0
303210,4,4,47,450,2,0,3,181,0,2014,0
525000,5,5,67,753,2,0,3,259,0,2006,0
399950,2,1,17,104,2,0,4,64,0,1943,0
850830,3,4,48,1192,2,0,5,114,267,1910,0
371500,3,2,32,750,1,0,5,123,0,1964,0
522000,3,4,40,756,1,0,4,126,110,1980,0
588000,4,2,39,450,1,0,3,88,233,1950,2005
276900,2,1,31,909,1,2,4,122,0,1952,0
248000,5,3,35,817,1,0,4,136,0,1959,0
280000,3,4,43,595,2,0,3,167,0,1989,0
495000,6,5,80,405,2,0,3,295,53,2007,0
290300,2,1,20,349,1,0,4,77,0,1931,0
527000,2,4,38,367,1,0,3,76,267,1921,2000
487028,2,3,30,98,2,0,3,99,63,2007,0
325000,3,4,42,2468,1,0,3,102,220,1978,0
799000,3,3,51,567,2,0,5,199,0,1916,0
262500,3,3,27,802,1,0,3,104,0,1962,2003
560200,3,4,46,359,2,0,3,179,0,2004,0
650000,2,1,24,518,1,0,5,93,0,1928,1970
435000,3,4,33,232,3,0,3,128,0,2004,0
1010000,4,4,87,2630,2,0,3,338,0,1987,2000
2e+05,2,1,16,423,1,0,5,63,0,1953,0
295000,5,5,49,460,2,0,3,127,230,1999,0
580379,4,5,52,2504,2,0,4,202,0,1976,1992
875000,4,4,81,2890,2,0,3,312,0,1995,0
285000,3,4,43,365,2,0,3,168,0,2005,0
290000,3,4,35,1358,1,0,4,137,0,1968,0
355000,1,4,17,1831,1,0,4,50,67,1946,1989
381000,3,3,34,1027,1,0,3,131,0,1954,2005
571000,3,4,60,672,2,0,3,234,0,1988,2000
852600,4,4,77,1071,2,0,5,239,223,1977,0
1085000,5,4,54,540,2,0,4,211,0,1922,0
371000,3,1,21,648,1,0,3,80,0,1951,1994
514000,3,4,40,531,1,1,3,110,167,1986,0
386000,3,3,30,119,2,0,3,97,63,2004,0
464000,4,4,51,648,2,0,4,196,0,1989,0
335000,4,3,47,1215,1,0,3,111,267,1963,2008
740000,4,5,58,1605,2,2,3,134,333,1979,2014
465000,4,4,34,482,1,0,3,88,163,1955,2005
7e+05,3,5,58,664,1,0,5,125,370,1948,1985
785000,3,5,105,1968,2,0,3,405,0,2004,0
350000,3,4,34,143,2,0,3,102,110,2006,0
148000,1,1,14,743,1,0,3,56,0,1939,1969
349000,3,4,33,90,3,0,3,129,0,2002,0
240000,3,3,32,878,2,0,5,122,0,1984,0
330000,3,4,51,680,2,0,3,199,0,1989,0
735000,4,4,57,459,2,0,5,131,337,1909,1988
545000,3,4,51,1412,1,0,4,167,110,1979,0
214950,3,4,36,439,1,0,4,118,87,1977,0
657500,4,5,96,2177,2,0,3,373,0,2002,0
476000,3,1,26,495,2,0,4,103,0,1908,0
110000,2,1,19,1350,1,0,3,72,0,1927,2011
292000,4,5,56,692,2,0,3,217,0,2006,0
317000,3,1,27,793,1,0,3,104,0,1952,2008
455000,4,4,74,962,2,2,3,285,0,2001,0
1365000,5,5,98,1553,2,3,3,379,0,1995,0
460000,3,2,48,399,1,0,3,93,343,1929,0
405000,3,2,38,648,1,0,3,148,0,1948,1994
333000,2,1,17,602,1,0,3,65,0,1942,1999
427000,4,1,43,426,2,0,1,167,0,1901,0
742000,4,4,65,989,2,0,3,253,0,1997,0
